timestamp_utc,market_date,component,value,threshold,operator,required,passed,status,description
2026-05-13T11:28:48.340692+00:00,2026-05-13,btc_above_50,1.0,0.5,>,True,True,PASS,BTC must be above its 50-day moving average when required.
2026-05-13T11:28:48.340692+00:00,2026-05-13,btc_above_200,0.0,0.5,>,True,False,FAIL,BTC must be above its 200-day moving average when required.
2026-05-13T11:28:48.340692+00:00,2026-05-13,eth_above_50,1.0,0.5,>,True,True,PASS,ETH must be above its 50-day moving average when required.
2026-05-13T11:28:48.340692+00:00,2026-05-13,btc_ret_21_positive,0.02974298475979209,0.0,>,True,True,PASS,BTC 21-day return must be positive when required.
2026-05-13T11:28:48.340692+00:00,2026-05-13,confirmation_days,0.0,2.0,>=,True,False,FAIL,Raw gate must pass for 2 consecutive day(s).
2026-05-13T11:28:48.340692+00:00,2026-05-13,final_v26_gate,0.0,1.0,==,True,False,FAIL,Final V26 risk gate after all checks and confirmation-day logic.
2026-05-13T20:09:24.894551+00:00,2026-05-13,risk_on_score,0.7383333333333334,0.65,>=,True,True,PASS,Composite crypto risk-on score must be above the configured minimum.
2026-05-13T20:09:24.894551+00:00,2026-05-13,breadth_50,0.8333333333333334,0.55,>=,True,True,PASS,Universe breadth above the 50-day moving average must be strong enough.
2026-05-13T20:09:24.894551+00:00,2026-05-13,btc_dd_63,-0.031061199140368867,-0.2,>=,True,True,PASS,BTC 63-day drawdown must not be worse than the configured limit.
2026-05-13T20:09:24.894551+00:00,2026-05-13,btc_above_50,1.0,0.5,>,True,True,PASS,BTC must be above its 50-day moving average when required.
2026-05-13T20:09:24.894551+00:00,2026-05-13,btc_above_200,0.0,0.5,>,True,False,FAIL,BTC must be above its 200-day moving average when required.
2026-05-13T20:09:24.894551+00:00,2026-05-13,eth_above_50,1.0,0.5,>,True,True,PASS,ETH must be above its 50-day moving average when required.
2026-05-13T20:09:24.894551+00:00,2026-05-13,btc_ret_21_positive,0.018134375404076142,0.0,>,True,True,PASS,BTC 21-day return must be positive when required.
2026-05-13T20:09:24.894551+00:00,2026-05-13,confirmation_days,0.0,2.0,>=,True,False,FAIL,Raw gate must pass for 2 consecutive day(s).
2026-05-13T20:09:24.894551+00:00,2026-05-13,final_v26_gate,0.0,1.0,==,True,False,FAIL,Final V26 risk gate after all checks and confirmation-day logic.
2026-05-14T03:52:10.182402+00:00,2026-05-14,risk_on_score,0.5375,0.65,>=,True,False,FAIL,Composite crypto risk-on score must be above the configured minimum.
2026-05-14T03:52:10.182402+00:00,2026-05-14,breadth_50,0.75,0.55,>=,True,True,PASS,Universe breadth above the 50-day moving average must be strong enough.
2026-05-14T03:52:10.182402+00:00,2026-05-14,btc_dd_63,-0.03854997168424312,-0.2,>=,True,True,PASS,BTC 63-day drawdown must not be worse than the configured limit.
2026-05-14T03:52:10.182402+00:00,2026-05-14,btc_above_50,1.0,0.5,>,True,True,PASS,BTC must be above its 50-day moving average when required.
2026-05-14T03:52:10.182402+00:00,2026-05-14,btc_above_200,0.0,0.5,>,True,False,FAIL,BTC must be above its 200-day moving average when required.
2026-05-14T03:52:10.182402+00:00,2026-05-14,eth_above_50,0.0,0.5,>,True,False,FAIL,ETH must be above its 50-day moving average when required.
2026-05-14T03:52:10.182402+00:00,2026-05-14,btc_ret_21_positive,0.00959677738728959,0.0,>,True,True,PASS,BTC 21-day return must be positive when required.
2026-05-14T03:52:10.182402+00:00,2026-05-14,confirmation_days,0.0,2.0,>=,True,False,FAIL,Raw gate must pass for 2 consecutive day(s).
2026-05-14T03:52:10.182402+00:00,2026-05-14,final_v26_gate,0.0,1.0,==,True,False,FAIL,Final V26 risk gate after all checks and confirmation-day logic.
2026-05-14T04:13:58.041607+00:00,2026-05-14,risk_on_score,0.7383333333333334,0.65,>=,True,True,PASS,Composite crypto risk-on score must be above the configured minimum.
2026-05-14T04:13:58.041607+00:00,2026-05-14,breadth_50,0.8333333333333334,0.55,>=,True,True,PASS,Universe breadth above the 50-day moving average must be strong enough.
2026-05-14T04:13:58.041607+00:00,2026-05-14,btc_dd_63,-0.03608371488131412,-0.2,>=,True,True,PASS,BTC 63-day drawdown must not be worse than the configured limit.
2026-05-14T04:13:58.041607+00:00,2026-05-14,btc_above_50,1.0,0.5,>,True,True,PASS,BTC must be above its 50-day moving average when required.
2026-05-14T04:13:58.041607+00:00,2026-05-14,btc_above_200,0.0,0.5,>,True,False,FAIL,BTC must be above its 200-day moving average when required.
2026-05-14T04:13:58.041607+00:00,2026-05-14,eth_above_50,1.0,0.5,>,True,True,PASS,ETH must be above its 50-day moving average when required.
2026-05-14T04:13:58.041607+00:00,2026-05-14,btc_ret_21_positive,0.012186537486218896,0.0,>,True,True,PASS,BTC 21-day return must be positive when required.
2026-05-14T04:13:58.041607+00:00,2026-05-14,confirmation_days,0.0,2.0,>=,True,False,FAIL,Raw gate must pass for 2 consecutive day(s).
2026-05-14T04:13:58.041607+00:00,2026-05-14,final_v26_gate,0.0,1.0,==,True,False,FAIL,Final V26 risk gate after all checks and confirmation-day logic.
2026-05-14T17:09:01.648948+00:00,2026-05-14,risk_on_score,0.7591666666666667,0.65,>=,True,True,PASS,Composite crypto risk-on score must be above the configured minimum.
2026-05-14T17:09:01.648948+00:00,2026-05-14,breadth_50,0.9166666666666666,0.55,>=,True,True,PASS,Universe breadth above the 50-day moving average must be strong enough.
2026-05-14T17:09:01.648948+00:00,2026-05-14,btc_dd_63,-0.0028738820446471136,-0.2,>=,True,True,PASS,BTC 63-day drawdown must not be worse than the configured limit.
2026-05-14T17:09:01.648948+00:00,2026-05-14,btc_above_50,1.0,0.5,>,True,True,PASS,BTC must be above its 50-day moving average when required.
2026-05-14T17:09:01.648948+00:00,2026-05-14,btc_above_200,0.0,0.5,>,True,False,FAIL,BTC must be above its 200-day moving average when required.
2026-05-14T17:09:01.648948+00:00,2026-05-14,eth_above_50,1.0,0.5,>,True,True,PASS,ETH must be above its 50-day moving average when required.
2026-05-14T17:09:01.648948+00:00,2026-05-14,btc_ret_21_positive,0.047059426582913844,0.0,>,True,True,PASS,BTC 21-day return must be positive when required.
2026-05-14T17:09:01.648948+00:00,2026-05-14,confirmation_days,0.0,2.0,>=,True,False,FAIL,Raw gate must pass for 2 consecutive day(s).
2026-05-14T17:09:01.648948+00:00,2026-05-14,final_v26_gate,0.0,1.0,==,True,False,FAIL,Final V26 risk gate after all checks and confirmation-day logic.
2026-05-14T20:28:58.406268+00:00,2026-05-14,risk_on_score,0.7591666666666667,0.65,>=,True,True,PASS,Composite crypto risk-on score must be above the configured minimum.
2026-05-14T20:28:58.406268+00:00,2026-05-14,breadth_50,0.9166666666666666,0.55,>=,True,True,PASS,Universe breadth above the 50-day moving average must be strong enough.
2026-05-14T20:28:58.406268+00:00,2026-05-14,btc_dd_63,-0.011671809732712757,-0.2,>=,True,True,PASS,BTC 63-day drawdown must not be worse than the configured limit.
2026-05-14T20:28:58.406268+00:00,2026-05-14,btc_above_50,1.0,0.5,>,True,True,PASS,BTC must be above its 50-day moving average when required.
2026-05-14T20:28:58.406268+00:00,2026-05-14,btc_above_200,0.0,0.5,>,True,False,FAIL,BTC must be above its 200-day moving average when required.
2026-05-14T20:28:58.406268+00:00,2026-05-14,eth_above_50,1.0,0.5,>,True,True,PASS,ETH must be above its 50-day moving average when required.
2026-05-14T20:28:58.406268+00:00,2026-05-14,btc_ret_21_positive,0.0378209230934321,0.0,>,True,True,PASS,BTC 21-day return must be positive when required.
2026-05-14T20:28:58.406268+00:00,2026-05-14,confirmation_days,0.0,2.0,>=,True,False,FAIL,Raw gate must pass for 2 consecutive day(s).
2026-05-14T20:28:58.406268+00:00,2026-05-14,final_v26_gate,0.0,1.0,==,True,False,FAIL,Final V26 risk gate after all checks and confirmation-day logic.
